S.No,Word,Split,Type
6.34.3,तस्याहंनिग्रहम्मन्ये,तस्य अहम् निग्रहम् मन्ये,consonant
6.34.2,बलवद्दृढम्,बलवत् दृढम्,consonant
6.34.1,चञ्चलंहि,चम् चलम् हि,consonant
6.35.2,असंशयम्महाबाहोमनोदुर्निग्रहञ्चलम्,असंशयम् महाबाहः मनः दुः निग्रहम् चलम्,consonant
6.35.1,श्रीभगवानुवाच,श्रीभगवान् उवाच,consonant
6.36.4,यतताशक्योऽवाप्तुमुपायतः,यतता शक्यः अव आप्तुम् उपायतः,consonant
6.36.2,योगोदुष्प्रायइति,योगः दुः प्रायः इति,visarga
6.36.1,असंयतात्मना,असंयत आत्मना,consonant
6.37.3,योगसंसिद्धिङ्काङ्गतिङ्कृष्ण,योगसंसिद्धिम् काम् गतिम् कृष्ण,consonant
6.37.2,श्रद्धयोपेतोयोगाच्चलितमानसः,श्रद्धया उपेतः योगात् चलितमानसः,consonant
6.37.1,अर्जुनउवाच,अर्जुनः उवाच,visarga
6.38.2,अप्रतिष्ठोमहाबाहोविमूढोब्रह्मणः,अप्रति स्थः महाबाहः विमूढः ब्रह्मणः,consonant
6.38.1,कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव,कत् चित् न उभयविभ्रष्टः छिन्न अभ्रम् इव,consonant
6.39.6,ह्युपपद्यते,हि उपपद्यते,vowel
6.39.5,संशयस्यास्य,संशयस्य अस्य,vowel
6.39.4,त्वदन्यः,त्वत् अन्यः,consonant
6.39.3,छेत्तुमर्हस्यशेषतः,छेत्तुम् अर्हसि अशेषतः,consonant
6.39.2,संशयङ्कृष्ण,संशयम् कृष्ण,consonant
6.39.1,एतन्मे,एतत् मे,consonant
6.40.5,कल्याणकृत्कश्चिद्दुर्गतिन्तात,कल्याणकृत् कः चित् दुः गतिम् तात,consonant
6.40.4,विनाशस्तस्य,विनाशः तस्य,visarga
6.40.3,नामुत्र,न अमुत्र,vowel
6.40.2,नैवेह,न एव इह,vowel
6.40.1,श्रीभगवानुवाच,श्रीभगवान् उवाच,consonant
6.41.3,योगभ्रष्टोऽभिजायते,योगभ्रष्टः अभिजायते,consonant
6.41.2,शुचीनांश्रीमताम्गेहे,शुचीनाम् श्रीमताम् गेहे,consonant
6.41.1,पुण्यकृतांलोकानुषित्वा,पुण्यकृताम् लोकान् उषित्वा,consonant
6.42.4,यदीदृशम्,यत् ईदृशम्,consonant
6.42.3,दुर्लभतरंलोके,दुर्लभतरम् लोके,consonant
6.42.2,एतद्धि,एतत् हि,consonant
6.42.1,योगिनामेव,योगिनाम् एव,consonant
6.43.2,ततोभूयः,ततः भूयः,visarga
6.43.1,तम्बुद्धिसंयोगंलभते,तम् बुद्धिसंयोगम् लभते,consonant
6.44.5,शब्दब्रह्मातिवर्तते,शब्दब्रह्म अतिवर्तते,consonant
6.44.4,जिज्ञासुरपि,जिज्ञासुः अपि,visarga
6.44.3,ह्यवशोऽपि,हि अवशः अपि,consonant
6.44.2,तेनैव,तेन एव,vowel
6.44.1,पूर्वाभ्यासेन,पूर्व अभ्यासेन,vowel
6.45.4,पराङ्गतिम्,पराम् गतिम्,consonant
6.45.3,अनेकजन्मसंसिद्धस्ततोयाति,अनेक जन्म संसिद्धः ततः याति,consonant
6.45.1,प्रयत्नाद्यतमानस्तु,प्रयत्नात् यतमानः तु,consonant
6.46.6,भवार्जुन,भव अर्जुन,vowel
6.46.5,तस्माद्योगी,तस्मात् योगी,consonant
6.46.4,कर्मिभ्यश्चाधिकोयोगी,कर्मिभ्यः च अधिकः योगी,consonant
6.46.3,मतोऽधिकः,मतः अधिकः,visarga
6.46.2,ज्ञानिभ्योऽपि,ज्ञानिभ्यः अपि,visarga
6.46.1,तपस्विभ्योऽधिकोयोगी,तपस्विभ्यः अधिकः योगी,visarga
6.47.5,युक्ततमोमतः,युक्ततमः मतः,consonant
6.47.4,योमांसमे,यः माम् सः मे,consonant
6.47.3,श्रद्धावान्भजते,श्रद्धावान् भजते,consonant
6.47.2,सर्वेषाम्मद्गतेनान्तरात्मना,सर्वेषाम् मत् गतेन अन्तर् आत्मना,consonant
6.47.1,योगिनामपि,योगिनाम् अपि,consonant
6.48.6,षष्ठोऽध्यायः,षष्ठः अध्यायः,visarga
6.48.5,ध्यानयोगोनाम,ध्यानयोगः नाम,consonant
6.48.4,श्रीकृष्णार्जुनसंवादे,श्रीकृष्ण अर्जुनसंवादे,consonant
6.48.3,ब्रह्मविद्यायांयोगशास्त्रे,ब्रह्मविद्यायाम् योगशास्त्रे,consonant
6.48.2,श्रीमद्भगवद्गीतासु,श्रीमत् भगवत् गीतासु,consonant
6.48.1,ओंतत्,ओम् तत्,consonant
6,षष्ठोऽध्यायः,षष्ठः अध्यायः,visarga
7.1.5,तच्छृणु,तत् श्रृणु,consonant
7.1.4,असंशयंसमग्रंमांयथा,असंशयम् समग्रम् माम् यथा,consonant
7.1.3,योगंयुञ्जन्मदाश्रयः,योगम् युञ्जन् मत् आश्रयः,consonant
7.1.2,मय्यासक्तमनाः,मयि आसक्तमनाः,consonant
7.1.1,श्रीभगवानुवाच,श्रीभगवान् उवाच,consonant
7.2.4,भूयोऽन्यज्ज्ञातव्यमवशिष्यते,भूयः अन्यत् ज्ञातव्यम् अवशिष्यते,consonant
7.2.3,नेह,न इह,vowel
7.2.2,यज्ज्ञात्वा,यत् ज्ञात्वा,consonant
7.2.1,ज्ञानंतेऽहंसविज्ञानमिदंवक्ष्याम्यशेषतः,ज्ञानम् ते अहम् सविज्ञानम् इदम् वक्ष्यामि अशेषतः,consonant
7.3.4,सिद्धानांकश्चिन्मांवेत्ति,सिद्धानाम् कः चित् माम् वेत्ति,consonant
7.3.3,यततामपि,यतताम् अपि,consonant
7.3.2,कश्चिद्यतति,कः चित् यतति,consonant
7.3.1,मनुष्याणांसहस्रेषु,मनुष्याणाम् सहस्रेषु,consonant
7.4.4,प्रकृतिरष्टधा,प्रकृतिः अष्टधा,visarga
7.4.3,अहङ्कारइतीयंमे,अहम् कारः इति इयम् मे,consonant
7.4.2,खंमनोबुद्धिरेव,खम् मनः बुद्धिः एव,consonant
7.4.1,भूमिरापोऽनलोवायुः,भूमिः आपः अनलः वायुः,visarga
7.5.2,जीवभूतांमहाबाहोययेदंधार्यते,जीवभूताम् महाबाहः यया इदम् धार्यते,consonant
7.5.1,अपरेयमितस्त्वन्यांप्रकृतिंविद्धि,अपरा इयम् इतः तु अन्याम् प्रकृतिम् विद्धि,consonant
7.6.4,प्रलयस्तथा,प्रलयः तथा,visarga
7.6.3,अहंकृत्स्नस्य,अहम् कृत्स्नस्य,consonant
7.6.2,सर्वाणीत्युपधारय,सर्वाणि इति उपधारय,vowel
7.6.1,एतद्योनीनि,एतत् योनीनि,consonant
7.7.3,सर्वमिदंप्रोतंसूत्रे,सर्वम् इदम् प्रोतम् सूत्रे,consonant
7.7.2,धनञ्जय,धनम् जय,consonant
7.7.1,परतरंनान्यत्किञ्चिदस्ति,परतरम् न अन्यत् किम् चित् अस्ति,consonant
7.8.3,पौरुषन्नृषु,पौरुषम् नृषु,consonant
7.8.2,प्रभास्मि,प्रभा अस्मि,vowel
7.8.1,रसोऽहमप्सु,रसः अहम् अप्सु,consonant
7.9.5,तपश्चास्मि,तपः च अस्मि,consonant
7.9.4,जीवनंसर्वभूतेषु,जीवनम् सर्वभूतेषु,consonant
7.9.3,तेजश्चास्मि,तेजः च अस्मि,consonant
7.9.2,पृथिव्याञ्च,पृथिव्याम् च,consonant
7.9.1,पुण्योगन्धः,पुण्यः गन्धः,visarga
7.10.3,तेजस्तेजस्विनामहम्,तेजः तेजस्विनाम् अहम्,consonant
7.10.2,बुद्धिर्बुद्धिमतामस्मि,बुद्धिः बुद्धिमताम् अस्मि,consonant
7.10.1,बीजंमांसर्वभूतानांविद्धि,बीजम् माम् सर्वभूतानाम् विद्धि,consonant
7.11.4,भरतर्षभ,भरत ऋषभ,vowel
7.11.3,कामोऽस्मि,कामः अस्मि,visarga
7.11.1,बलंबलवतांचाहंकामरागविवर्जितम्,बलम् बलवताम् च अहम् कामरागविवर्जितम्,consonant
7.12.5,त्वहंतेषु,तु अहम् तेषु,consonant
7.12.4,तान्विद्धि,तान् विद्धि,consonant
7.12.3,एवेति,एव इति,vowel
7.12.2,सात्त्विकाभावाराजसास्तामसाश्च,सात्त्विकाः भावाः राजसाः तामसाः च,visarga
7.12.1,चैव,च एव,vowel
7.13.4,मामेभ्यःपरमव्ययम्,माम् एभ्यः परम् अव्ययम्,consonant
7.13.3,मोहितंनाभिजानाति,मोहितम् न अभिजानाति,consonant
7.13.2,सर्वमिदंजगत्,सर्वम् इदम् जगत्,consonant
7.13.1,त्रिभिर्गुणमयैर्भावैरेभिः,त्रिभिः गुणमयैः भावैः एभिः,consonant
7.14.2,मायामेतांतरन्ति,मायाम् एताम् तरन्ति,consonant
7.14.1,मामेव,माम् एव,consonant
7.15.4,आसुरंभावमाश्रिताः,आसुरम् भावम् आश्रिताः,consonant
7.15.3,माययापहृतज्ञाना,मायया अपहृतज्ञाना,vowel
7.15.2,नराधमाः,नर अधमाः,vowel
7.15.1,मांदुष्कृतिनोमूढाः,माम् दुः कृतिनः मूढाः,consonant
7.16.4,भरतर्षभ,भरत ऋषभ,vowel
7.16.3,आर्तोजिज्ञासुरर्थार्थी,आर्तः जिज्ञासुः अर्थ अर्थी,consonant
7.16.2,सुकृतिनोऽर्जुन,सुकृतिनः अर्जुन,visarga
7.16.1,मांजनाः,माम् जनाः,consonant
7.17.4,ज्ञानिनोऽत्यर्थमहंसच,ज्ञानिनः अति अर्थम् अहम् सः च,consonant
7.17.3,प्रियोहि,प्रियः हि,visarga
7.17.2,एकभक्तिर्विशिष्यते,एकभक्तिः विशिष्यते,consonant
7.17.1,तेषांज्ञानी,तेषाम् ज्ञानी,consonant
7.18.5,मामेवानुत्तमाङ्गतिम्,माम् एव अन् उत्तमाम् गतिम्,consonant
7.18.4,युक्तात्मा,युक्त आत्मा,vowel
7.18.3,सहि,सः हि,visarga
7.18.2,त्वात्मैव,तु आत्मा एव,vowel
7.18.1,सर्वएवैते,सर्वे एव एते,vowel
7.19.4,समहात्मा,सः महा आत्मा,consonant
7.19.3,सर्वमिति,सर्वम् इति,consonant
7.19.2,मांप्रपद्यते,माम् प्रपद्यते,consonant
7.19.1,बहूनांजन्मनामन्ते,बहूनाम् जन्मनाम् अन्ते,consonant
7.20.3,तंतंनियममास्थाय,तम् तम् नियमम् आस्थाय,consonant
7.20.2,प्रपद्यन्तेऽन्यदेवताः,प्रपद्यन्ते अन्यदेवताः,consonant
7.20.1,कामैस्तैस्तैर्हृतज्ञानाः,कामैः तैः तैः हृतज्ञानाः,consonant
7.21.4,विदधाम्यहम्,विदधामि अहम्,vowel
7.21.3,तस्याचलांश्रद्धांतामेव,तस्य अचलाम् श्रद्धाम् ताम् एव,consonant
7.21.2,श्रद्धयार्चितुमिच्छति,श्रद्धया अर्चितुम् इच्छति,consonant
7.21.1,योयोयांयांतनुंभक्तः,यः यः याम् याम् तनुम् भक्तः,consonant
7.22.4,विहितान्हि,विहितान् हि,consonant
7.22.3,मयैव,मया एव,vowel
7.22.2,युक्तस्तस्याराधनमीहते,युक्तः तस्य आराधनम् ईहते,consonant
7.22.1,सतया,सः तया,visarga
7.23.5,मामपि,माम् अपि,consonant
7.23.4,मद्भक्तायान्ति,मत् भक्ताः यान्ति,consonant
7.23.3,देवान्देवयजोयान्ति,देवान् देवयजः यान्ति,consonant
7.23.2,फलंतेषांतद्भवत्यल्पमेधसाम्,फलम् तेषाम् तत् भवति अल्पमेधसाम्,consonant
7.23.1,अन्तवत्तु,अन्तवत् तु,consonant
7.24.3,परम्भावमजानन्तोममाव्ययमनुत्तमम्,परम् भावम् अजानन्तः मम अव्ययम् अनुत्तमम्,consonant
7.24.2,मामबुद्धयः,माम् अबुद्धयः,consonant
7.24.1,अव्यक्तंव्यक्तिमापन्नंमन्यन्ते,अव्यक्तम् व्यक्तिम् आपन्नम् मन्यन्ते,consonant
7.25.4,लोकोमामजमव्ययम्,लोकः माम् अजम् अव्ययम्,consonant
7.25.3,मूढोऽयंनाभिजानाति,मूढः अयम् न अभिजानाति,consonant
7.25.2,योगमायासमावृतः,योगमायासम् आवृतः,consonant
7.25.1,नाहंप्रकाशः,न अहम् प्रकाशः,consonant
7.26.4,कश्चन,कः चन,visarga
7.26.3,मांतु,माम् तु,consonant
7.26.2,चार्जुन,च अर्जुन,vowel
7.26.1,वेदाहंसमतीतानि,वेद अहम् सम् अतीतानि,consonant
7.27.3,परन्तप,परम् तप,consonant
7.27.2,सम्मोहंसर्गे,सम् मोहम् सर्गे,consonant
7.27.1,इच्छाद्वेषसमुत्थेन,इच्छाद्वेषसम् उत्थेन,consonant
7.28.3,मांदृढव्रताः,माम् दृढव्रताः,consonant
7.28.2,द्वन्द्वमोहनिर्मुक्ताभजन्ते,द्वन्द्वमोहनिर्मुक्ताः भजन्ते,consonant
7.28.1,येषांत्वन्तगतम्पापंजनानाम्पुण्यकर्मणाम्,येषाम् तु अन्तगतम् पापम् जनानाम् पुण्यकर्मणाम्,consonant
7.29.4,चाखिलम्,च अखिलम्,vowel
7.29.3,कृत्स्नमध्यात्मंकर्म,कृत्स्नम् अधि आत्मम् कर्म,consonant
7.29.2,तद्विदुः,तत् विदुः,consonant
7.29.1,मामाश्रित्य,माम् आश्रित्य,consonant
7.30.3,विदुर्युक्तचेतसः,विदुः युक्तचेतसः,consonant
7.30.2,प्रयाणकालेऽपि,प्रयाणकाले अपि,consonant
7.30.1,साधिभूताधिदैवम्मांसाधियज्ञञ्च,स अधिभूत अधिदैवम् माम् स अधियज्ञम् च,consonant
7.31.6,सप्तमोऽध्यायः,सप्तमः अध्यायः,visarga
7.31.5,ज्ञानविज्ञानयोगोनाम,ज्ञानविज्ञानयोगः नाम,consonant
7.31.4,श्रीकृष्णार्जुनसंवादे,श्रीकृष्ण अर्जुनसंवादे,consonant
7.31.3,ब्रह्मविद्यायांयोगशास्त्रे,ब्रह्मविद्यायाम् योगशास्त्रे,consonant
7.31.2,श्रीमद्भगवद्गीतासु,श्रीमत् भगवत् गीतासु,consonant
7.31.1,ओंतत्,ओम् तत्,consonant
7,सप्तमोऽध्यायः,सप्तमः अध्यायः,visarga
8.1.6,किम्प्रोक्तमधिदैवंकिमुच्यते,किम् प्रोक्तम् अधिदैवम् किम् उच्यते,consonant
8.1.5,अधिभूतञ्च,अधिभूतम् च,consonant
8.1.4,पुरुषोत्तम,पुरुष उत्तम,vowel
8.1.3,किमध्यात्मंकिंकर्म,किम् अधि आत्मम् किम् कर्म,consonant
8.1.2,किंतद्ब्रह्म,किम् तत् ब्रह्म,consonant
8.1.1,अर्जुनउवाच,अर्जुनः उवाच,visarga
8.2.4,नियतात्मभिः,नियत आत्मभिः,vowel
8.2.3,कथञ्ज्ञेयोऽसि,कथम् ज्ञेयः असि,consonant
8.2.2,देहेऽस्मिन्मधुसूदन,देहे अस्मिन् मधुसूदन,consonant
8.2.1,कथङ्कोऽत्र,कथम् कः अत्र,consonant
8.3.4,भूतभावोद्भवकरोविसर्गः,भूतभाव उत् भवकरः विसर्गः,consonant
8.3.3,परमंस्वभावोऽध्यात्ममुच्यते,परमम् स्वभावः अधि आत्मम् उच्यते,consonant
8.3.2,अक्षरम्ब्रह्म,अक्षरम् ब्रह्म,consonant
8.3.1,श्रीभगवानुवाच,श्रीभगवान् उवाच,consonant
8.4.4,देहभृतांवर,देहभृताम् वर,consonant
8.4.3,अधियज्ञोऽहमेवात्र,अधियज्ञः अहम् एव अत्र,consonant
8.4.2,पुरुषश्चाधिदैवतम्,पुरुषः च अधिदैवतम्,consonant
8.4.1,अधिभूतंक्षरोभावः,अधिभूतम् क्षरः भावः,consonant
8.5.3,नास्त्यत्र,न अस्ति अत्र,vowel
8.5.2,समद्भावंयाति,सः मत् भावम् याति,consonant
8.5.1,मामेव,माम् एव,consonant
8.6.4,तद्भावभावितः,तत् भावभावितः,consonant
8.6.3,तंतमेवैति,तम् तम् एव एति,consonant
8.6.2,स्मरन्भावन्त्यजत्यन्ते,स्मरन् भावम् त्यजति अन्ते,consonant
8.6.1,यंयंवापि,यम् यम् वा अपि,consonant
8.7.3,मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः,मयि अर्पितमनः बुद्धिः माम् एव एष्यसि असंशयः,consonant
8.7.2,मामनुस्मर,माम् अनुस्मर,consonant
8.7.1,तस्मात्सर्वेषु,तस्मात् सर्वेषु,consonant
8.8.3,पार्थानुचिन्तयन्,पार्थ अनुचिन्तयन्,consonant
8.8.2,परमम्पुरुषंदिव्यंयाति,परमम् पुरुषम् दिव्यम् याति,consonant
8.8.1,नान्यगामिना,न अन्यगामिना,consonant
8.9.3,परस्तात्,परः तात्,visarga
8.9.2,धातारमचिन्त्यरूपमादित्यवर्णन्तमसः,धातारम् अचिन्त्यरूपम् आदित्यवर्णम् तमसः,consonant
8.9.1,कविम्पुराणमनुशासितारमणोरणीयांसमनुस्मरेद्यः,कविम् पुराणम् अनुशासितारम् अणोः अणीयांसम् अनुस्मरेत् यः,consonant
8.10.5,सतम्परम्पुरुषमुपैति,सः तम् परम् पुरुषम् उप एति,consonant
8.10.4,प्राणमावेश्य,प्राणम् आवेश्य,consonant
8.10.3,भ्रुवोर्मध्ये,भ्रुवोः मध्ये,visarga
8.10.2,चैव,च एव,vowel
8.10.1,युक्तोयोगबलेन,युक्तः योगबलेन,consonant
8.11.5,पदंसङ्ग्रहेण,पदम् सङ्ग्रहेण,consonant
8.11.4,तत्ते,तत् ते,consonant
8.11.3,यदिच्छन्तोब्रह्मचर्यञ्चरन्ति,यत् इच्छन्तः ब्रह्मचर्यम् चरन्ति,consonant
8.11.2,यद्यतयोवीतरागाः,यत् यतयः वीतरागाः,consonant
8.11.1,यदक्षरंवेदविदोवदन्ति,यत् अक्षरम् वेदविदः वदन्ति,consonant
8.12.3,प्राणमास्थितोयोगधारणाम्,प्राणम् आस्थितः योगधारणाम्,consonant
8.12.2,मूर्ध्न्याधायात्मनः,मूर्ध्न्य आधाय आत्मनः,vowel
8.12.1,मनोहृदि,मनः हृदि,visarga
8.13.4,परमाङ्गतिम्,परमाम् गतिम्,consonant
8.13.3,त्यजन्देहंसयाति,त्यजन् देहम् सः याति,consonant
8.13.2,व्याहरन्मामनुस्मरन्,व्याहरन् माम् अनुस्मरन्,consonant
8.13.1,ओमित्येकाक्षरम्ब्रह्म,ओम् इति एक अक्षरम् ब्रह्म,consonant
8.14.2,तस्याहंसुलभः,तस्य अहम् सुलभः,consonant
8.14.1,सततंयोमांस्मरति,सततम् यः माम् स्मरति,consonant
8.15.6,संसिद्धिम्परमाङ्गताः,सम् सिद्धिम् परमाम् गताः,consonant
8.15.5,महात्मानः,महा आत्मानः,vowel
8.15.4,नाप्नुवन्ति,न आप्नुवन्ति,vowel
8.15.3,दुःखालयमशाश्वतम्,दुःख आलयम् अशाश्वतम्,consonant
8.15.2,पुनर्जन्म,पुनः जन्म,visarga
8.15.1,मामुपेत्य,माम् उपेत्य,consonant
8.16.4,पुनर्जन्म,पुनः जन्म,visarga
8.16.3,मामुपेत्य,माम् उप इत्य,consonant
8.16.2,पुनरावर्तिनोऽर्जुन,पुनः आवर्तिनः अर्जुन,visarga
8.16.1,आब्रह्मभुवनाल्लोकाः,आब्रह्मभुवनात् लोकाः,consonant
8.17.2,रात्रिंयुगसहस्रान्तान्तेऽहोरात्रविदोजनाः,रात्रिम् युगसहस्रान्ताम् ते अहः रात्रविदः जनाः,consonant
8.17.1,सहस्रयुगपर्यन्तमहर्यद्ब्रह्मणोविदुः,सहस्रयुगपर्यन्तम् अहः यत् ब्रह्मणः विदुः,consonant
8.18.4,तत्रैवाव्यक्तसञ्ज्ञके,तत्र एव अव्यक्तसञ्ज्ञके,consonant
8.18.3,रात्र्यागमे,रात्रि आगमे,vowel
8.18.2,प्रभवन्त्यहरागमे,प्रभवन्ति अहः आगमे,consonant
8.18.1,अव्यक्ताद्व्यक्तयः,अव्यक्तात् व्यक्तयः,consonant
8.19.3,प्रभवत्यहरागमे,प्रभवति अहः आगमे,consonant
8.19.2,रात्र्यागमेऽवशः,रात्रि आगमे अवशः,vowel
8.19.1,सएवायम्भूत्वा,सः एव अयम् भूत्वा,consonant
8.20.3,ससर्वेषु,सः सर्वेषु,visarga
8.20.2,भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः,भावः अन्यः अव्यक्तः अव्यक्तात् सनातनः,consonant
8.20.1,परस्तस्मात्तु,परः तस्मात् तु,consonant
8.21.5,परमम्मम,परमम् मम,consonant
8.21.4,तद्धाम,तत् धाम,consonant
8.21.3,यंप्राप्य,यम् प्राप्य,consonant
8.21.2,परमाङ्गतिम्,परमाम् गतिम्,consonant
8.21.1,अव्यक्तोऽक्षरइत्युक्तस्तमाहुः,अव्यक्तः अक्षरः इति उक्तः तम् आहुः,consonant
8.22.3,सर्वमिदन्ततम्,सर्वम् इदम् ततम्,consonant
8.22.2,यस्यान्तःस्थानि,यस्य अन्तः स्थानि,consonant
8.22.1,लभ्यस्त्वनन्यया,लभ्यः तु अनन्यया,consonant
8.23.4,भरतर्षभ,भरत ऋषभ,vowel
8.23.3,तङ्कालंवक्ष्यामि,तम् कालम् वक्ष्यामि,consonant
8.23.2,प्रयातायान्ति,प्रयाताः यान्ति,visarga
8.23.1,त्वनावृत्तिमावृत्तिञ्चैव,तु अन् आवृत्तिम् आवृत्तिम् च एव,consonant
8.24.5,ब्रह्मविदोजनाः,ब्रह्मविदः जनाः,consonant
8.24.4,प्रयातागच्छन्ति,प्रयाताः गच्छन्ति,visarga
8.24.3,उत्तरायणम्,"उत्तर अयणम्
",vowel
8.24.2,षण्मासा,षट् मासा,consonant
8.24.1,अग्निर्ज्योतिरहः,अग्निः ज्योतिः अहः,visarga
8.25.4,चान्द्रमसञ्ज्योतिर्योगी,चान्द्रमसम् ज्योतिः योगी,consonant
8.25.3,दक्षिणायनम्,दक्षिण अयनम्,vowel
8.25.2,षण्मासा,षट् मासा,consonant
8.25.1,धूमोरात्रिस्तथा,धूमः रात्रिः तथा,visarga
8.26.2,यात्यनावृत्तिमन्ययावर्तते,याति अन् आवृत्तिम् अन्यया आवर्तते,consonant
8.26.1,ह्येते,हि एते,vowel
8.27.5,योगयुक्तोभवार्जुन,योगयुक्तः भव अर्जुन,consonant
8.27.4,तस्मात्सर्वेषु,तस्मात् सर्वेषु,consonant
8.27.3,कश्चन,कः चन,visarga
8.27.2,जानन्योगी,जानन् योगी,consonant
8.27.1,नैते,न एते,vowel
8.28.6,चाद्यम्,च अद्यम्,vowel
8.28.5,परंस्थानमुपैति,परम् स्थानम् उप एति,consonant
8.28.4,तत्सर्वमिदंविदित्वा,तत् सर्वम् इदम् विदित्वा,consonant
8.28.3,अत्येति,अति एति,vowel
8.28.2,यत्पुण्यफलम्प्रदिष्टम्,यत् पुण्यफलम् प्रदिष्टम्,consonant
8.28.1,चैव,च एव,vowel
8.29.6,अष्टमोऽध्यायः,अष्टमः अध्यायः,visarga
8.29.5,अक्षरपरब्रह्मयोगोनाम,अक्षरपरब्रह्मयोगः नाम,consonant
8.29.4,श्रीकृष्णार्जुनसंवादे,श्रीकृष्ण अर्जुनसंवादे,consonant
8.29.3,ब्रह्मविद्यायांयोगशास्त्रे,ब्रह्मविद्यायाम् योगशास्त्रे,consonant
8.29.2,श्रीमद्भगवद्गीतासु,श्रीमत् भगवत् गीतासु,consonant
8.29.1,ओंतत्,ओम् तत्,consonant
8,अष्टमोऽध्यायः,अष्टमः अध्यायः,visarga
9.1.5,मोक्ष्यसेऽशुभात्,मोक्ष्यसे अशुभात्,vowel
9.1.4,ज्ञानंविज्ञानसहितंयज्ज्ञात्वा,ज्ञानम् विज्ञानसहितम् यत् ज्ञात्वा,consonant
9.1.3,गुह्यतमंप्रवक्ष्याम्यनसूयवे,गुह्यतमम् प्रवक्ष्यामि अन् असूयवे,consonant
9.1.2,इदंतु,इदम् तु,consonant
9.1.1,श्रीभगवानुवाच,श्रीभगवान् उवाच,consonant
9.2.2,प्रत्यक्षावगमंधर्म्यंसुसुखंकर्तुमव्ययम्,प्रत्यक्ष अवगमम् धर्म्यम् सुसुखम् कर्तुम् अव्ययम्,consonant
9.2.1,राजगुह्यंपवित्रमिदमुत्तमम्,राजगुह्यम् पवित्रम् इदम् उत्तमम्,consonant
9.3.3,मांनिवर्तन्ते,माम् निवर्तन्ते,consonant
9.3.2,परन्तप,परम् तप,consonant
9.3.1,पुरुषाधर्मस्यास्य,पुरुषाः धर्मस्य अस्य,consonant
9.4.2,चाहंतेष्ववस्थितः,च अहम् तेषु अवस्थितः,consonant
9.4.1,ततमिदंसर्वंजगदव्यक्तमूर्तिना,ततम् इदम् सर्वम् जगत् अव्यक्तमूर्तिना,consonant
9.5.3,भूतस्थोममात्मा,भूतस्थः मम आत्मा,consonant
9.5.2,भूतभृन्न,भूतभृत् न,consonant
9.5.1,योगमैश्वरम्,योगम् ऐश्वरम्,consonant
9.6.3,मत्स्थानीत्युपधारय,मत् स्थानि इति उपधारय,consonant
9.6.2,सर्वत्रगोमहान्,सर्वत्रगः महान्,visarga
9.6.1,यथाकाशस्थितोनित्यंवायुः,यथा आकाशस्थितः नित्यम् वायुः,consonant
9.7.4,विसृजाम्यहम्,विसृजामि अहम्,vowel
9.7.3,कल्पादौ,कल्प आदौ,vowel
9.7.2,पुनस्तानि,पुनः तानि,visarga
9.7.1,प्रकृतिंयान्ति,प्रकृतिम् यान्ति,consonant
9.8.3,कृत्स्नमवसम्प्रकृतेर्वशात्,कृत्स्नम् अवसम् प्रकृतेः वशात्,consonant
9.8.2,भूतग्राममिमम्,भूतग्रामम् इमम्,consonant
9.8.1,प्रकृतिंस्वामवष्टभ्य,प्रकृतिम् स्वाम् अवष्टभ्य,consonant
9.9.3,उदासीनवदासीनमसक्तंतेषु,उदासीनवत् आसीनम् असक्तम् तेषु,consonant
9.9.2,धनञ्जय,धनम् जय,consonant
9.9.1,मांतानि,माम् तानि,consonant
9.10.4,जगद्विपरिवर्तते,जगत् विपरिवर्तते,consonant
9.10.3,हेतुनानेन,हेतुना अनेन,vowel
9.10.2,सचराचरम्,सचर अचरम्,vowel
9.10.1,मयाध्यक्षेण,मया अधि अक्षेण,vowel
9.11.3,भूतमहेश्वरम्,भूतमहा ईश्वरम्,vowel
9.11.2,परंभावमजानन्तोमम,परम् भावम् अजानन्तः मम,consonant
9.11.1,मांमूढामानुषींतनुमाश्रितम्,माम् मूढाः मानुषीम् तनुम् आश्रितम्,consonant
9.12.3,प्रकृतिंमोहिनीम्,प्रकृतिम् मोहिनीम्,consonant
9.12.2,राक्षसीमासुरींचैव,राक्षसीम् आसुरीम् च एव,consonant
9.12.1,मोघाशामोघकर्माणोमोघज्ञानाविचेतसः,मोघ आशाः मोघ कर्माणः मोघ ज्ञानाः विचेतसः,consonant
9.13.5,भूतादिमव्ययम्,भूत आदिम् अव्ययम्,consonant
9.13.4,भजन्त्यनन्यमनसोज्ञात्वा,भजन्ति अनन्यमनसः ज्ञात्वा,consonant
9.13.3,दैवींप्रकृतिमाश्रिताः,दैवीम् प्रकृतिम् आश्रिताः,consonant
9.13.2,मांपार्थ,माम् पार्थ,consonant
9.13.1,महात्मानस्तु,महा आत्मानः तु,consonant
9.14.3,मांभक्त्या,माम् भक्त्या,consonant
9.14.2,नमस्यन्तश्च,नमस्यन्तः च,visarga
9.14.1,सततंकीर्तयन्तोमांयतन्तश्च,सततम् कीर्तयन्तः माम् यतन्तः च,consonant
9.15.3,विश्वतोमुखम्,विश्वतः मुखम्,visarga
9.15.2,यजन्तोमामुपासते,यजन्तः माम् उपासते,consonant
